Degree,Major,CGPA,Employed,Experience,Skills,Certifications,IndustryPreference,Job Role Simplified,Job Role
B.Tech,Mechanical,8.369805067,yes,0,"SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Manufacturing,Design Engineer,Software Engineer
M.Tech,Physics,6.21,no,7,"Matlab, Statistics, Simulations, C++",Data Science Certificate,IT,Lecturer,Academia
MBA,Computer Science,6.59,yes,7,"Python, Machine Learning, TensorFlow, SQL",Six Sigma,Education,Data Analyst,Data Analyst
MBA,Economics,5.649313603,yes,11,"Statistics, R",Six Sigma,Education,Financial Analyst,Data Analyst
M.Tech,Computer Science,9.51122075,no,0,"Java, C++",AWS Certified,Manufacturing,Software Engineer,Software Engineer
M.Tech,Computer Science,7.897200328,yes,9,"Java, SQL, Machine Learning, Python, C++",Six Sigma,Research,Data Scientist,Data Scientist
M.Tech,Mechanical,9.386854159,no,1,"AutoCAD, MATLAB, SolidWorks",AWS Certified,Finance,Design Engineer,Software Engineer
M.Tech,Computer Science,8.621600928,no,1,"C++, Machine Learning, Java, Python, SQL",Six Sigma,IT,Data Scientist,Data Scientist
MBA,Finance,8.193329955,yes,2,"Risk Analysis, Accounting, SQL",PMP,Manufacturing,Investment Analyst,Data Analyst
B.Tech,Electrical,5.231966528,no,9,"VHDL, Embedded Systems, Circuit Design",Data Science Certificate,IT,Embedded Systems Engineer,Software Engineer
M.Tech,Computer Science,5.25,no,6,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Finance,Data Analyst,Data Analyst
B.Tech,Computer Science,9.31,yes,7,"Java, Python, SQL, React, Node.js",Six Sigma,IT,Software Engineer,Software Engineer
MBA,Finance,6.367397163,no,11,"Accounting, SQL, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
MBA,Finance,8.91,yes,3,"Excel, Financial Modeling, Risk Analysis",PMP,Education,Investment Analyst,Data Analyst
MBA,Physics,6.38,yes,4,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Finance,Business Analyst,Data Analyst
MBA,Computer Science,6.28,no,6,"Python, Machine Learning, TensorFlow, SQL",PMP,IT,Data Analyst,Data Analyst
MBA,Computer Science,6.53,no,3,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Finance,Data Analyst,Data Analyst
M.Tech,Computer Science,9.529814407,yes,10,"Java, Machine Learning, Python, C++",Six Sigma,IT,Data Scientist,Data Scientist
MBA,Physics,7.02,yes,3,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Finance,Business Analyst,Data Analyst
M.Tech,Mechanical,6.460632095,yes,2,"AutoCAD, MATLAB",Data Science Certificate,IT,Design Engineer,Software Engineer
B.Tech,Computer Science,6.369358587,yes,2,"Machine Learning, Python, Java",Data Science Certificate,Manufacturing,Data Analyst,Data Analyst
M.Tech,Computer Science,8.051031019,yes,8,"Python, SQL, Machine Learning, Java, C++",AWS Certified,IT,Data Scientist,Data Scientist
B.Tech,Electrical,8.238043383,no,0,"C, Embedded Systems, Circuit Design",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
M.Tech,Mechanical,6.582602731,yes,10,"MATLAB, SolidWorks, Thermodynamics",PMP,Education,Design Engineer,Software Engineer
B.Tech,Computer Science,7.282648528,no,10,"C++, Java, SQL, Python, Machine Learning",Data Science Certificate,Research,Data Analyst,Data Analyst
M.Tech,Physics,9.14,no,7,"Matlab, Statistics, Simulations, C++",AWS Certified,IT,Research Scientist,Data Scientist
M.Tech,Computer Science,6.86,yes,7,"Java, Python, SQL, React, Node.js",AWS Certified,Manufacturing,Software Engineer,Software Engineer
MBA,Computer Science,9.38,yes,3,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,IT,Data Scientist,Data Scientist
B.Tech,Electrical,5.874940445,no,0,"Embedded Systems, C",AWS Certified,IT,Embedded Systems Engineer,Software Engineer
MBA,Finance,6.422113401,no,9,"SQL, Financial Modeling, Accounting, Risk Analysis, Excel",Six Sigma,Finance,Investment Analyst,Data Analyst
B.Tech,Civil Engineering,6.35,no,6,"AutoCAD, STAAD Pro, Construction Management",PMP,Manufacturing,Civil Engineer,Civil Engineer
B.Tech,Computer Science,6.26,no,5,"Java, Python, SQL, React, Node.js",PMP,Manufacturing,Software Engineer,Software Engineer
B.Tech,Electronics,8.35,no,6,"Verilog, Embedded C, VHDL, Microcontrollers",PMP,Manufacturing,Hardware Engineer,Software Engineer
M.Tech,Computer Science,9.256899249,no,0,"C++, Java",Six Sigma,IT,Software Engineer,Software Engineer
M.Tech,Computer Science,7.51,yes,7,"Java, Python, SQL, React, Node.js",AWS Certified,Manufacturing,Software Engineer,Software Engineer
M.Tech,Computer Science,5.520803891,no,10,"Java, Python",Six Sigma,Education,Software Engineer,Software Engineer
B.Tech,Computer Science,7.039571246,no,9,"C++, Java, SQL, Python, Machine Learning",Data Science Certificate,Research,Data Analyst,Data Analyst
B.Tech,Computer Science,9.02,no,3,"Java, Python, SQL, React, Node.js",AWS Certified,Manufacturing,Software Engineer,Software Engineer
MBA,Statistics,9.22,yes,6,"Python, SQL, Data Visualization, Tableau",PMP,Manufacturing,Project Manager,Project Manager
MBA,Computer Science,8.17,yes,7,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,IT,Data Scientist,Data Scientist
MBA,Finance,7.97,yes,4,"Excel, Financial Modeling, Risk Analysis",PMP,Manufacturing,Investment Analyst,Data Analyst
B.Tech,Civil Engineering,8.89,yes,3,"AutoCAD, STAAD Pro, Construction Management",AWS Certified,Finance,Civil Engineer,Civil Engineer
M.Tech,Computer Science,10,yes,2,"C++, Machine Learning, SQL, Java",Data Science Certificate,Manufacturing,Data Scientist,Data Scientist
B.Tech,Computer Science,10,yes,3,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,IT,Data Scientist,Data Scientist
B.Tech,Electronics,5.69,no,3,"Verilog, Embedded C, VHDL, Microcontrollers",AWS Certified,Finance,Hardware Engineer,Software Engineer
MBA,Finance,9.372424488,yes,10,"Excel, Risk Analysis",PMP,Manufacturing,Investment Analyst,Data Analyst
B.Tech,Electrical,9.665551391,yes,9,"VHDL, Circuit Design",Six Sigma,Education,Hardware Engineer,Software Engineer
M.Tech,Computer Science,9.149231811,yes,2,"Python, C++",PMP,Finance,Software Engineer,Software Engineer
M.Tech,Computer Science,8.989426274,no,0,"Java, C++",AWS Certified,Manufacturing,Software Engineer,Software Engineer
B.Tech,Computer Science,7.06,yes,5,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Research,Data Analyst,Data Analyst
M.Tech,Computer Science,5.736262272,no,11,"Java, Python",Six Sigma,Education,Software Engineer,Software Engineer
MBA,Economics,9.96952351,yes,11,"Econometrics, R, Statistics, Python",Data Science Certificate,Research,Financial Analyst,Data Analyst
M.Tech,Mechanical,6.205574879,yes,11,"MATLAB, Thermodynamics",Six Sigma,Manufacturing,Mechanical Engineer,Mechanical Engineer
MBA,Economics,6.224723621,yes,9,"Statistics, R",Six Sigma,Education,Financial Analyst,Data Analyst
B.Tech,Mechanical,7.775058874,no,10,"Thermodynamics, SolidWorks, AutoCAD",PMP,Finance,Design Engineer,Software Engineer
MBA,Finance,5.167718173,yes,13,"Financial Modeling, Accounting, Risk Analysis",AWS Certified,Research,Investment Analyst,Data Analyst
MBA,Finance,8.292413222,no,9,"Risk Analysis, Accounting, Excel",Data Science Certificate,Manufacturing,Investment Analyst,Data Analyst
MBA,Computer Science,6.24,yes,3,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Finance,Data Analyst,Data Analyst
B.Tech,Computer Science,7.51,no,6,"Python, Machine Learning, TensorFlow, SQL",Six Sigma,Finance,Data Scientist,Data Scientist
MBA,Physics,6.3,yes,4,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Finance,Business Analyst,Data Analyst
MBA,Economics,8.947750643,yes,9,"Statistics, Python, R, Data Analysis",AWS Certified,Finance,Financial Analyst,Data Analyst
M.Tech,Physics,6.69,no,3,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Manufacturing,Lecturer,Academia
M.Tech,Electrical,7.23,yes,3,"MATLAB, Power Systems, Control Systems",Six Sigma,IT,Hardware Engineer,Software Engineer
B.Tech,Electronics,5.8,no,5,"Verilog, Embedded C, VHDL, Microcontrollers",PMP,Education,Hardware Engineer,Software Engineer
M.Tech,Electrical,7.45,yes,5,"MATLAB, Power Systems, Control Systems",Six Sigma,IT,Hardware Engineer,Software Engineer
MBA,Finance,9.955374001,yes,9,"Excel, Risk Analysis",PMP,Manufacturing,Investment Analyst,Data Analyst
M.Tech,Computer Science,7.22,yes,5,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Finance,Data Analyst,Data Analyst
M.Tech,Computer Science,5.659139112,no,13,"Java, Python",Six Sigma,Education,Software Engineer,Software Engineer
M.Tech,Mechanical,6.880147246,yes,8,"Thermodynamics, SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Finance,Design Engineer,Software Engineer
B.Tech,Computer Science,5.93,yes,6,"Java, Python, SQL, React, Node.js",Six Sigma,Manufacturing,Software Engineer,Software Engineer
MBA,Physics,7.67,yes,7,"Matlab, Statistics, Simulations, C++",AWS Certified,IT,Business Analyst,Data Analyst
MBA,Economics,9.15047049,yes,10,"Statistics, Python, R, Data Analysis",AWS Certified,Finance,Financial Analyst,Data Analyst
B.Tech,Civil Engineering,10,yes,7,"AutoCAD, STAAD Pro, Construction Management",AWS Certified,Education,Civil Engineer,Civil Engineer
MBA,Finance,6.901968039,no,9,"Financial Modeling, Excel, Risk Analysis",Six Sigma,Manufacturing,Investment Analyst,Data Analyst
B.Tech,Electrical,7.43,no,7,"MATLAB, Power Systems, Control Systems",PMP,Manufacturing,Hardware Engineer,Software Engineer
MBA,Statistics,9.34,yes,4,"Python, SQL, Data Visualization, Tableau",Six Sigma,Education,Business Analyst,Data Analyst
M.Tech,Computer Science,8.677855263,no,0,"C++, Machine Learning, Java, Python, SQL",Six Sigma,IT,Data Scientist,Data Scientist
MBA,Finance,6.228862724,no,8,"Accounting, SQL, Excel, Financial Modeling, Risk Analysis",AWS Certified,IT,Investment Analyst,Data Analyst
MBA,Computer Science,9.76,no,4,"Python, Machine Learning, TensorFlow, SQL",AWS Certified,Research,Data Scientist,Data Scientist
B.Tech,Mechanical,9.63,yes,7,"SolidWorks, Thermodynamics, MATLAB",PMP,Finance,Design Engineer,Software Engineer
MBA,Finance,9.681869599,yes,10,"Excel, Risk Analysis",PMP,Manufacturing,Investment Analyst,Data Analyst
MBA,Finance,5.025785787,no,0,"Accounting, Excel",PMP,Education,Financial Analyst,Data Analyst
MBA,Economics,6.660247577,no,12,"Data Analysis, Econometrics, Statistics",Six Sigma,Finance,Financial Analyst,Data Analyst
B.Tech,Mechanical,8.541911005,yes,10,"MATLAB, Thermodynamics, SolidWorks",PMP,Manufacturing,Design Engineer,Software Engineer
M.Tech,Computer Science,9.837642263,no,9,"SQL, Machine Learning, Python, C++, Java",PMP,Manufacturing,Data Scientist,Data Scientist
B.Tech,Mechanical,8.184315505,yes,10,"MATLAB, Thermodynamics",Data Science Certificate,Manufacturing,Mechanical Engineer,Mechanical Engineer
MBA,Finance,9.838799318,yes,8,"Accounting, Risk Analysis, Financial Modeling",AWS Certified,Finance,Investment Analyst,Data Analyst
B.Tech,Electrical,5.359785143,yes,9,"Circuit Design, Embedded Systems, VHDL, C",PMP,Finance,Embedded Systems Engineer,Software Engineer
B.Tech,Mechanical,9.43,yes,4,"SolidWorks, Thermodynamics, MATLAB",AWS Certified,Finance,Design Engineer,Software Engineer
MBA,Management,9.59,yes,3,"Excel, SQL, Business Intelligence, PowerBI",PMP,Education,Project Manager,Project Manager
MBA,Finance,9.6,yes,4,"Excel, Financial Modeling, Risk Analysis",Six Sigma,Education,Investment Analyst,Data Analyst
B.Tech,Mechanical,8.504541525,yes,13,"MATLAB, Thermodynamics",Data Science Certificate,Manufacturing,Mechanical Engineer,Mechanical Engineer
MBA,Economics,9.814844167,yes,9,"Econometrics, R, Statistics, Python",Data Science Certificate,Research,Financial Analyst,Data Analyst
B.Tech,Electrical,9.336893983,yes,8,"VHDL, Circuit Design",Six Sigma,Education,Hardware Engineer,Software Engineer
MBA,Computer Science,8.34,yes,7,"Python, Machine Learning, TensorFlow, SQL",AWS Certified,IT,Data Scientist,Data Scientist
M.Tech,Physics,6.98,yes,7,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Finance,Lecturer,Academia
MBA,Physics,8.33,no,3,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Research,Business Analyst,Data Analyst
M.Tech,Mechanical,9.725753919,yes,13,"AutoCAD, MATLAB",AWS Certified,Education,Design Engineer,Software Engineer
B.Tech,Electrical,6.025597683,yes,9,"Circuit Design, Embedded Systems, VHDL, C",PMP,Finance,Embedded Systems Engineer,Software Engineer
M.Tech,Computer Science,6.216710627,yes,13,"SQL, Java, C++",Six Sigma,Manufacturing,Software Engineer,Software Engineer
MBA,Physics,9.3,yes,4,"Matlab, Statistics, Simulations, C++",Data Science Certificate,IT,Business Analyst,Data Analyst
MBA,Finance,6.64,no,5,"Excel, Financial Modeling, Risk Analysis",Six Sigma,Manufacturing,Investment Analyst,Data Analyst
B.Tech,Mechanical,7.342622065,no,13,"Thermodynamics, SolidWorks, AutoCAD",PMP,Finance,Design Engineer,Software Engineer
B.Tech,Physics,7.51,no,6,"Matlab, Statistics, Simulations, C++",Six Sigma,Finance,Research Scientist,Data Scientist
M.Tech,Mechanical,7.589658966,no,2,"Thermodynamics, MATLAB",AWS Certified,Research,Mechanical Engineer,Mechanical Engineer
MBA,Finance,6.126191605,no,2,"Accounting, Financial Modeling",PMP,IT,Financial Analyst,Data Analyst
MBA,Statistics,5.59,no,4,"Python, SQL, Data Visualization, Tableau",PMP,Education,Project Manager,Project Manager
B.Tech,Electrical,8.358732415,no,0,"C, Embedded Systems, Circuit Design",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
B.Tech,Electrical,8.909500428,yes,1,"Circuit Design, C, Embedded Systems",PMP,IT,Embedded Systems Engineer,Software Engineer
B.Tech,Mechanical,8.667221533,yes,10,"MATLAB, Thermodynamics",Data Science Certificate,Manufacturing,Mechanical Engineer,Mechanical Engineer
B.Tech,Civil Engineering,5.33,yes,6,"AutoCAD, STAAD Pro, Construction Management",PMP,Finance,Civil Engineer,Civil Engineer
MBA,Finance,8.226640854,no,13,"Risk Analysis, Accounting, Excel",Data Science Certificate,Manufacturing,Investment Analyst,Data Analyst
B.Tech,Physics,9.88,yes,3,"Matlab, Statistics, Simulations, C++",Data Science Certificate,IT,Research Scientist,Data Scientist
M.Tech,Computer Science,9.080138444,yes,1,"Python, Machine Learning, Java",Data Science Certificate,Research,Data Scientist,Data Scientist
MBA,Computer Science,8.4,no,3,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Research,Data Scientist,Data Scientist
B.Tech,Physics,9.68,yes,7,"Matlab, Statistics, Simulations, C++",PMP,Education,Research Scientist,Data Scientist
M.Tech,Computer Science,8.748968315,yes,1,"Python, C++",PMP,Finance,Software Engineer,Software Engineer
MBA,Physics,6.86,yes,3,"Matlab, Statistics, Simulations, C++",Six Sigma,IT,Business Analyst,Data Analyst
B.Tech,Physics,6.28,no,7,"Matlab, Statistics, Simulations, C++",Data Science Certificate,IT,Lecturer,Academia
B.Tech,Electronics,6.88,no,5,"Verilog, Embedded C, VHDL, Microcontrollers",AWS Certified,IT,Hardware Engineer,Software Engineer
B.Tech,Electrical,5.93415108,yes,8,"Circuit Design, Embedded Systems, VHDL, C",PMP,Finance,Embedded Systems Engineer,Software Engineer
B.Tech,Computer Science,8.45,no,5,"Python, Machine Learning, TensorFlow, SQL",Six Sigma,Finance,Data Scientist,Data Scientist
B.Tech,Mechanical,7.749130784,no,10,"Thermodynamics, AutoCAD, SolidWorks",PMP,Research,Design Engineer,Software Engineer
M.Tech,Mechanical,6.540684919,yes,9,"MATLAB, Thermodynamics",Six Sigma,Manufacturing,Mechanical Engineer,Mechanical Engineer
MBA,Economics,9.22452098,yes,2,"Data Analysis, R, Statistics, Econometrics",PMP,Education,Financial Analyst,Data Analyst
M.Tech,Computer Science,5.670075403,no,13,"SQL, Python, C++, Java, Machine Learning",PMP,Education,Data Analyst,Data Analyst
M.Tech,Computer Science,8.14567484,yes,12,"Java, SQL, Machine Learning, Python, C++",Six Sigma,Research,Data Scientist,Data Scientist
M.Tech,Computer Science,9.582420699,yes,2,"C++, Machine Learning, SQL, Java",Data Science Certificate,Manufacturing,Data Scientist,Data Scientist
MBA,Economics,6.989933518,yes,1,"Econometrics, R, Python",Data Science Certificate,Finance,Financial Analyst,Data Analyst
MBA,Finance,9.545913442,yes,2,"Accounting, Risk Analysis, Excel, SQL, Financial Modeling",PMP,Research,Investment Analyst,Data Analyst
M.Tech,Computer Science,6.095221073,yes,9,"SQL, Java, C++",Six Sigma,Manufacturing,Software Engineer,Software Engineer
MBA,Finance,7.844994254,yes,2,"Risk Analysis, Accounting, SQL",PMP,Manufacturing,Investment Analyst,Data Analyst
MBA,Statistics,9.3,yes,4,"Python, SQL, Data Visualization, Tableau",Six Sigma,Education,Business Analyst,Data Analyst
B.Tech,Electrical,5.105757226,no,0,"Embedded Systems, C",AWS Certified,IT,Embedded Systems Engineer,Software Engineer
MBA,Economics,6.01161517,no,9,"Econometrics, Python, Data Analysis",Six Sigma,Finance,Financial Analyst,Data Analyst
M.Tech,Computer Science,8.3,yes,6,"Python, Machine Learning, TensorFlow, SQL",AWS Certified,IT,Data Scientist,Data Scientist
B.Tech,Computer Science,7.86,no,3,"Java, Python, SQL, React, Node.js",AWS Certified,Education,Software Engineer,Software Engineer
MBA,Finance,9.264166103,yes,2,"Accounting, Risk Analysis, Excel, SQL, Financial Modeling",PMP,Research,Investment Analyst,Data Analyst
M.Tech,Physics,9.48,no,4,"Matlab, Statistics, Simulations, C++",Six Sigma,IT,Research Scientist,Data Scientist
B.Tech,Mechanical,5.284777978,no,2,"Thermodynamics, MATLAB",AWS Certified,Finance,Mechanical Engineer,Mechanical Engineer
MBA,Finance,9.884206206,yes,8,"Financial Modeling, Accounting, Excel, SQL, Risk Analysis",AWS Certified,Manufacturing,Investment Analyst,Data Analyst
MBA,Physics,5.91,no,6,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Research,Business Analyst,Data Analyst
B.Tech,Computer Science,5.044868623,yes,9,"SQL, Machine Learning, C++, Java",PMP,IT,Data Analyst,Data Analyst
MBA,Economics,6.437989162,no,10,"Data Analysis, R, Econometrics, Python, Statistics",PMP,IT,Financial Analyst,Data Analyst
B.Tech,Electrical,9.249457143,yes,11,"Circuit Design, VHDL, Embedded Systems, C",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
B.Tech,Mechanical,8.145577542,no,11,"Thermodynamics, MATLAB",PMP,Manufacturing,Mechanical Engineer,Mechanical Engineer
MBA,Finance,7.61253065,yes,0,"Risk Analysis, Accounting, SQL",PMP,Manufacturing,Investment Analyst,Data Analyst
B.Tech,Electronics,5.77,no,6,"Verilog, Embedded C, VHDL, Microcontrollers",Six Sigma,Manufacturing,Hardware Engineer,Software Engineer
MBA,Finance,6.749447494,no,2,"Accounting, Financial Modeling",PMP,IT,Financial Analyst,Data Analyst
B.Tech,Physics,6.81,no,7,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Research,Lecturer,Academia
M.Tech,Computer Science,8.357536555,yes,9,"Java, SQL, Machine Learning, Python, C++",Six Sigma,Research,Data Scientist,Data Scientist
MBA,Finance,6.655210825,no,10,"Financial Modeling, Excel, Risk Analysis",Six Sigma,Manufacturing,Investment Analyst,Data Analyst
MBA,Economics,9.522944553,yes,2,"Data Analysis, Python, Statistics, Econometrics",Data Science Certificate,IT,Financial Analyst,Data Analyst
B.Tech,Mechanical,9.045995235,yes,0,"SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Manufacturing,Design Engineer,Software Engineer
MBA,Economics,6.791873456,yes,2,"Python, Econometrics, R, Data Analysis",PMP,Manufacturing,Financial Analyst,Data Analyst
B.Tech,Electronics,5.75,yes,4,"Verilog, Embedded C, VHDL, Microcontrollers",PMP,Finance,Hardware Engineer,Software Engineer
MBA,Economics,8.605204109,yes,8,"Statistics, Python, R, Data Analysis",AWS Certified,Finance,Financial Analyst,Data Analyst
M.Tech,Computer Science,7.603525664,no,0,"Machine Learning, SQL",Six Sigma,Manufacturing,Data Scientist,Data Scientist
MBA,Computer Science,6.9,yes,3,"Python, Machine Learning, TensorFlow, SQL",PMP,Manufacturing,Data Analyst,Data Analyst
B.Tech,Physics,7.77,no,4,"Matlab, Statistics, Simulations, C++",Six Sigma,Finance,Research Scientist,Data Scientist
B.Tech,Computer Science,7.77,yes,6,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Education,Data Scientist,Data Scientist
MBA,Economics,7.270913507,yes,0,"R, Data Analysis, Python",Six Sigma,IT,Financial Analyst,Data Analyst
M.Tech,Computer Science,5.604389244,no,10,"Python, C++, SQL",Data Science Certificate,IT,Software Engineer,Software Engineer
MBA,Physics,9.13,yes,6,"Matlab, Statistics, Simulations, C++",AWS Certified,Finance,Business Analyst,Data Analyst
MBA,Finance,6.253875723,no,13,"Accounting, SQL, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
B.Tech,Electrical,9.592582975,yes,8,"Circuit Design, VHDL, Embedded Systems, C",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
M.Tech,Mechanical,7.109687571,no,2,"Thermodynamics, MATLAB",AWS Certified,Research,Mechanical Engineer,Mechanical Engineer
M.Tech,Mechanical,8.171727614,yes,2,"Thermodynamics, SolidWorks",AWS Certified,Finance,Design Engineer,Software Engineer
B.Tech,Mechanical,9.867792346,yes,9,"Thermodynamics, AutoCAD, SolidWorks, MATLAB",PMP,Finance,Design Engineer,Software Engineer
MBA,Economics,7.315799827,yes,2,"Python, Econometrics, R, Data Analysis",PMP,Manufacturing,Financial Analyst,Data Analyst
B.Tech,Physics,9.48,yes,3,"Matlab, Statistics, Simulations, C++",Data Science Certificate,IT,Research Scientist,Data Scientist
B.Tech,Mechanical,8.840109664,yes,9,"MATLAB, Thermodynamics, SolidWorks",PMP,Manufacturing,Design Engineer,Software Engineer
M.Tech,Computer Science,7.48,no,3,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Manufacturing,Data Analyst,Data Analyst
M.Tech,Physics,5.39,no,7,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Finance,Lecturer,Academia
MBA,Finance,5.777087878,yes,13,"Financial Modeling, Accounting, Risk Analysis",AWS Certified,Research,Investment Analyst,Data Analyst
B.Tech,Computer Science,5.131589324,yes,10,"SQL, Machine Learning, C++, Java",PMP,IT,Data Analyst,Data Analyst
MBA,Computer Science,6.97,no,3,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Finance,Data Analyst,Data Analyst
MBA,Computer Science,8.98,yes,5,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,IT,Data Scientist,Data Scientist
MBA,Finance,7.394191597,yes,2,"Risk Analysis, Accounting, SQL",PMP,Manufacturing,Investment Analyst,Data Analyst
B.Tech,Electrical,5.457550908,yes,10,"Embedded Systems, C, Circuit Design, MATLAB, VHDL",Six Sigma,Manufacturing,Embedded Systems Engineer,Software Engineer
B.Tech,Mechanical,8.851114739,yes,0,"SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Manufacturing,Design Engineer,Software Engineer
B.Tech,Electrical,7.311550983,no,9,"C, VHDL",Data Science Certificate,Finance,Hardware Engineer,Software Engineer
MBA,Finance,9.952150618,yes,1,"Accounting, Risk Analysis, Excel, SQL, Financial Modeling",PMP,Research,Investment Analyst,Data Analyst
MBA,Finance,5.071532604,no,0,"Accounting, Excel",PMP,Education,Financial Analyst,Data Analyst
M.Tech,Computer Science,9.953232493,no,0,"Java, C++",AWS Certified,Manufacturing,Software Engineer,Software Engineer
MBA,Economics,9.179307361,yes,0,"R, Data Analysis",PMP,Education,Financial Analyst,Data Analyst
MBA,Finance,5.740634854,no,9,"Accounting, SQL, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
MBA,Finance,7.813435056,yes,0,"Risk Analysis, Accounting, SQL",PMP,Manufacturing,Investment Analyst,Data Analyst
B.Tech,Civil Engineering,5.8,no,3,"AutoCAD, STAAD Pro, Construction Management",PMP,Education,Civil Engineer,Civil Engineer
M.Tech,Computer Science,6.38,yes,6,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,IT,Data Analyst,Data Analyst
B.Tech,Electrical,6.16,no,7,"MATLAB, Power Systems, Control Systems",PMP,Manufacturing,Hardware Engineer,Software Engineer
B.Tech,Electrical,9.604226697,no,2,"MATLAB, VHDL, C, Circuit Design, Embedded Systems",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
B.Tech,Civil Engineering,5.69,no,6,"AutoCAD, STAAD Pro, Construction Management",AWS Certified,Finance,Civil Engineer,Civil Engineer
M.Tech,Computer Science,5,yes,7,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Research,Data Analyst,Data Analyst
B.Tech,Electrical,9.830955899,yes,9,"Circuit Design, VHDL, Embedded Systems, C",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
B.Tech,Computer Science,6.501023612,yes,0,"Machine Learning, Python, Java",Data Science Certificate,Manufacturing,Data Analyst,Data Analyst
B.Tech,Computer Science,7.46,yes,6,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Education,Data Analyst,Data Analyst
M.Tech,Mechanical,5.07498677,no,9,"Thermodynamics, SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Research,Design Engineer,Software Engineer
MBA,Computer Science,6.86,no,7,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Finance,Data Analyst,Data Analyst
B.Tech,Computer Science,6.29,no,6,"Java, Python, SQL, React, Node.js",PMP,Manufacturing,Software Engineer,Software Engineer
MBA,Computer Science,8.53,no,4,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Research,Data Scientist,Data Scientist
M.Tech,Mechanical,7.031652279,no,1,"Thermodynamics, MATLAB",AWS Certified,Research,Mechanical Engineer,Mechanical Engineer
M.Tech,Physics,6.46,yes,6,"Matlab, Statistics, Simulations, C++",Data Science Certificate,IT,Lecturer,Academia
B.Tech,Computer Science,10,yes,5,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,IT,Data Scientist,Data Scientist
M.Tech,Computer Science,5.293394469,no,11,"SQL, Python, C++, Java, Machine Learning",PMP,Education,Data Analyst,Data Analyst
MBA,Finance,8.003157501,yes,1,"Risk Analysis, Accounting, SQL",PMP,Manufacturing,Investment Analyst,Data Analyst
MBA,Finance,8.94,yes,4,"Excel, Financial Modeling, Risk Analysis",PMP,Education,Investment Analyst,Data Analyst
MBA,Statistics,6.84,no,4,"Python, SQL, Data Visualization, Tableau",Six Sigma,Finance,Business Analyst,Data Analyst
B.Tech,Electrical,5.421785932,yes,2,"MATLAB, Embedded Systems, VHDL, Circuit Design, C",PMP,Finance,Embedded Systems Engineer,Software Engineer
MBA,Physics,6.88,no,7,"Matlab, Statistics, Simulations, C++",Six Sigma,Education,Business Analyst,Data Analyst
M.Tech,Computer Science,8.89,no,3,"Java, Python, SQL, React, Node.js",Six Sigma,IT,Software Engineer,Software Engineer
MBA,Economics,7.439567677,no,2,"Statistics, Econometrics, Data Analysis, Python",PMP,Finance,Financial Analyst,Data Analyst
B.Tech,Electrical,5.288268442,yes,11,"Embedded Systems, C, Circuit Design, MATLAB, VHDL",Six Sigma,Manufacturing,Embedded Systems Engineer,Software Engineer
MBA,Finance,5.874390567,no,0,"Accounting, Excel",PMP,Education,Financial Analyst,Data Analyst
