Degree,Major,CGPA,Employed,Experience,Skills,Certifications,IndustryPreference,Job Role Simplified,Job Role
MBA,Finance,5.76,yes,5,"Excel, Financial Modeling, Risk Analysis",AWS Certified,Finance,Investment Analyst,Data Analyst
MBA,Physics,6.17,yes,6,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Finance,Business Analyst,Data Analyst
B.Tech,Electrical,5.507766726585447,yes,1,"MATLAB, Embedded Systems, VHDL, Circuit Design, C",PMP,Finance,Embedded Systems Engineer,Software Engineer
B.Tech,Mechanical,8.50534021761523,yes,11,"MATLAB, Thermodynamics",Data Science Certificate,Manufacturing,Mechanical Engineer,Mechanical Engineer
M.Tech,Computer Science,9.195628823529388,yes,2,"Python, C++",PMP,Finance,Software Engineer,Software Engineer
MBA,Computer Science,7.36,no,4,"Python, Machine Learning, TensorFlow, SQL",PMP,Finance,Data Analyst,Data Analyst
MBA,Statistics,10.0,yes,5,"Python, SQL, Data Visualization, Tableau",AWS Certified,Finance,Business Analyst,Data Analyst
B.Tech,Civil Engineering,8.36,no,3,"AutoCAD, STAAD Pro, Construction Management",AWS Certified,Education,Civil Engineer,Civil Engineer
B.Tech,Electrical,7.79,no,6,"MATLAB, Power Systems, Control Systems",PMP,Manufacturing,Hardware Engineer,Software Engineer
MBA,Computer Science,7.11,no,7,"Python, Machine Learning, TensorFlow, SQL",Six Sigma,Education,Data Analyst,Data Analyst
MBA,Finance,5.403801995819093,yes,11,"Financial Modeling, Accounting, Risk Analysis",AWS Certified,Research,Investment Analyst,Data Analyst
MBA,Physics,8.47,no,6,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Research,Business Analyst,Data Analyst
MBA,Finance,7.835925356645262,yes,9,"Financial Modeling, Accounting",Data Science Certificate,IT,Financial Analyst,Data Analyst
MBA,Computer Science,7.5,yes,5,"Python, Machine Learning, TensorFlow, SQL",PMP,Manufacturing,Data Scientist,Data Scientist
M.Tech,Mechanical,6.800037760410007,yes,2,"AutoCAD, MATLAB",Data Science Certificate,IT,Design Engineer,Software Engineer
B.Tech,Mechanical,7.429487818794601,no,9,"Thermodynamics, SolidWorks, AutoCAD",PMP,Finance,Design Engineer,Software Engineer
M.Tech,Electronics,6.16,no,3,"Verilog, Embedded C, VHDL, Microcontrollers",AWS Certified,Manufacturing,Hardware Engineer,Software Engineer
MBA,Economics,6.842855304952272,yes,2,"Econometrics, R, Python",Data Science Certificate,Finance,Financial Analyst,Data Analyst
MBA,Finance,6.31,no,4,"Excel, Financial Modeling, Risk Analysis",Six Sigma,Manufacturing,Investment Analyst,Data Analyst
MBA,Finance,9.43,yes,3,"Excel, Financial Modeling, Risk Analysis",Six Sigma,Education,Investment Analyst,Data Analyst
MBA,Finance,6.607157739559185,no,0,"Accounting, Financial Modeling",PMP,IT,Financial Analyst,Data Analyst
MBA,Economics,7.534256243169531,yes,0,"R, Data Analysis, Python",Six Sigma,IT,Financial Analyst,Data Analyst
B.Tech,Electrical,9.62,yes,7,"MATLAB, Power Systems, Control Systems",AWS Certified,Finance,Hardware Engineer,Software Engineer
B.Tech,Mechanical,8.216287762610865,yes,13,"MATLAB, Thermodynamics",Data Science Certificate,Manufacturing,Mechanical Engineer,Mechanical Engineer
MBA,Management,7.35,yes,5,"Excel, SQL, Business Intelligence, PowerBI",PMP,Manufacturing,Project Manager,Project Manager
MBA,Finance,6.434329329689339,no,10,"Financial Modeling, Excel, Risk Analysis",Six Sigma,Manufacturing,Investment Analyst,Data Analyst
B.Tech,Electrical,9.650902800409147,yes,11,"VHDL, Circuit Design",Six Sigma,Education,Hardware Engineer,Software Engineer
B.Tech,Computer Science,9.62,yes,6,"Java, Python, SQL, React, Node.js",Six Sigma,Education,Software Engineer,Software Engineer
MBA,Finance,6.429717925782995,no,11,"Accounting, SQL, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
B.Tech,Computer Science,7.640391749511047,no,9,"C++, Python, SQL",Six Sigma,Finance,Software Engineer,Software Engineer
MBA,Statistics,5.79,yes,4,"Python, SQL, Data Visualization, Tableau",Six Sigma,Finance,Business Analyst,Data Analyst
B.Tech,Electrical,7.736196464939447,no,10,"C, VHDL",Data Science Certificate,Finance,Hardware Engineer,Software Engineer
M.Tech,Computer Science,6.496585084458826,yes,12,"SQL, Java, C++",Six Sigma,Manufacturing,Software Engineer,Software Engineer
B.Tech,Electrical,8.259683983451163,no,2,"C, Embedded Systems, Circuit Design",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
MBA,Finance,8.160286235355834,no,12,"Risk Analysis, Accounting, Excel",Data Science Certificate,Manufacturing,Investment Analyst,Data Analyst
B.Tech,Physics,5.19,no,3,"Matlab, Statistics, Simulations, C++",AWS Certified,Education,Lecturer,Academia
B.Tech,Computer Science,9.594926303191247,yes,9,"Java, C++, Machine Learning, Python, SQL",PMP,Education,Data Scientist,Data Scientist
M.Tech,Physics,5.74,no,6,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Finance,Lecturer,Academia
MBA,Finance,7.182174956086741,no,1,"Excel, Risk Analysis, Accounting, Financial Modeling, SQL",Six Sigma,Education,Investment Analyst,Data Analyst
B.Tech,Electrical,7.112574999594073,no,12,"C, VHDL",Data Science Certificate,Finance,Hardware Engineer,Software Engineer
M.Tech,Computer Science,8.14,yes,6,"Python, Machine Learning, TensorFlow, SQL",AWS Certified,IT,Data Scientist,Data Scientist
B.Tech,Electrical,8.97015761076685,yes,0,"MATLAB, VHDL, C, Circuit Design",AWS Certified,Finance,Hardware Engineer,Software Engineer
B.Tech,Mechanical,5.85,no,6,"SolidWorks, Thermodynamics, MATLAB",PMP,Manufacturing,Design Engineer,Software Engineer
B.Tech,Electrical,6.423642109924077,yes,9,"MATLAB, VHDL, C",PMP,Manufacturing,Hardware Engineer,Software Engineer
B.Tech,Electrical,6.1482032751662,yes,12,"MATLAB, VHDL, C",PMP,Manufacturing,Hardware Engineer,Software Engineer
B.Tech,Physics,5.73,no,3,"Matlab, Statistics, Simulations, C++",AWS Certified,Education,Lecturer,Academia
B.Tech,Computer Science,9.6,yes,4,"Java, Python, SQL, React, Node.js",Six Sigma,IT,Software Engineer,Software Engineer
MBA,Computer Science,9.03,yes,6,"Python, Machine Learning, TensorFlow, SQL",AWS Certified,Finance,Data Scientist,Data Scientist
M.Tech,Computer Science,7.866832392749187,no,0,"Machine Learning, SQL",Six Sigma,Manufacturing,Data Scientist,Data Scientist
MBA,Physics,9.71,yes,7,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Research,Business Analyst,Data Analyst
MBA,Finance,6.654273442193712,no,9,"Accounting, SQL, Excel, Financial Modeling, Risk Analysis",AWS Certified,IT,Investment Analyst,Data Analyst
M.Tech,Mechanical,7.243231218395733,yes,9,"Thermodynamics, SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Finance,Design Engineer,Software Engineer
B.Tech,Computer Science,5.65,no,6,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,IT,Data Analyst,Data Analyst
MBA,Statistics,7.93,no,5,"Python, SQL, Data Visualization, Tableau",Six Sigma,Education,Business Analyst,Data Analyst
MBA,Computer Science,9.15,yes,4,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,IT,Data Scientist,Data Scientist
M.Tech,Computer Science,9.202248371811136,no,2,"C++, Machine Learning, Java, Python, SQL",Six Sigma,IT,Data Scientist,Data Scientist
B.Tech,Electrical,8.425249149222212,no,0,"C, Embedded Systems, Circuit Design",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
M.Tech,Mechanical,7.020062845333119,yes,8,"Thermodynamics, SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Finance,Design Engineer,Software Engineer
M.Tech,Computer Science,9.549378640423324,no,0,"C++, Java",Six Sigma,IT,Software Engineer,Software Engineer
MBA,Finance,9.1,yes,4,"Excel, Financial Modeling, Risk Analysis",Six Sigma,Education,Investment Analyst,Data Analyst
M.Tech,Physics,7.58,yes,7,"Matlab, Statistics, Simulations, C++",AWS Certified,IT,Research Scientist,Data Scientist
B.Tech,Electrical,9.841364031802618,yes,0,"Circuit Design, Embedded Systems",Data Science Certificate,IT,Embedded Systems Engineer,Software Engineer
M.Tech,Physics,5.3,no,7,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Research,Lecturer,Academia
B.Tech,Computer Science,5.08,no,3,"Python, Machine Learning, TensorFlow, SQL",AWS Certified,Education,Data Analyst,Data Analyst
B.Tech,Electrical,5.359837557285422,no,8,"VHDL, Embedded Systems, Circuit Design",Data Science Certificate,IT,Embedded Systems Engineer,Software Engineer
B.Tech,Mechanical,8.724085422638472,yes,0,"SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Manufacturing,Design Engineer,Software Engineer
B.Tech,Computer Science,7.782095062110166,no,9,"C++, Python, SQL",Six Sigma,Finance,Software Engineer,Software Engineer
MBA,Finance,6.229855794888731,no,10,"Accounting, SQL, Excel, Financial Modeling, Risk Analysis",AWS Certified,IT,Investment Analyst,Data Analyst
M.Tech,Computer Science,8.36792931711246,yes,8,"Python, SQL, Machine Learning, Java, C++",AWS Certified,IT,Data Scientist,Data Scientist
M.Tech,Computer Science,8.149274088340182,yes,10,"Java, SQL, Machine Learning, Python, C++",Six Sigma,Research,Data Scientist,Data Scientist
M.Tech,Mechanical,7.313466088382387,yes,10,"MATLAB, SolidWorks, Thermodynamics",PMP,Education,Design Engineer,Software Engineer
B.Tech,Civil Engineering,6.97,no,3,"AutoCAD, STAAD Pro, Construction Management",AWS Certified,IT,Civil Engineer,Civil Engineer
B.Tech,Mechanical,9.22083556263203,yes,0,"SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Manufacturing,Design Engineer,Software Engineer
MBA,Statistics,6.8,no,6,"Python, SQL, Data Visualization, Tableau",Six Sigma,Manufacturing,Business Analyst,Data Analyst
B.Tech,Physics,5.43,no,3,"Matlab, Statistics, Simulations, C++",Data Science Certificate,IT,Lecturer,Academia
MBA,Management,10.0,yes,4,"Excel, SQL, Business Intelligence, PowerBI",AWS Certified,Finance,Business Analyst,Data Analyst
M.Tech,Computer Science,5.694071353837987,no,11,"SQL, Python, C++, Java, Machine Learning",PMP,Education,Data Analyst,Data Analyst
M.Tech,Computer Science,8.373319032056282,yes,2,"Python, Machine Learning, Java",Data Science Certificate,Research,Data Scientist,Data Scientist
B.Tech,Electrical,5.43852914068272,no,12,"VHDL, Embedded Systems, Circuit Design",Data Science Certificate,IT,Embedded Systems Engineer,Software Engineer
M.Tech,Mechanical,6.783637629712647,yes,0,"AutoCAD, Thermodynamics",Six Sigma,IT,Design Engineer,Software Engineer
B.Tech,Computer Science,7.47,no,6,"Java, Python, SQL, React, Node.js",PMP,Manufacturing,Software Engineer,Software Engineer
M.Tech,Computer Science,9.85,yes,3,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Manufacturing,Data Scientist,Data Scientist
MBA,Economics,6.437764107093119,no,10,"Data Analysis, R, Econometrics, Python, Statistics",PMP,IT,Financial Analyst,Data Analyst
MBA,Economics,6.601259834331505,no,2,"Python, Data Analysis, Econometrics, Statistics, R",Six Sigma,Education,Financial Analyst,Data Analyst
M.Tech,Computer Science,7.38,yes,5,"Java, Python, SQL, React, Node.js",PMP,Research,Software Engineer,Software Engineer
B.Tech,Computer Science,7.951623504710394,no,9,"C++, Python, SQL",Six Sigma,Finance,Software Engineer,Software Engineer
MBA,Economics,6.216217637307199,yes,1,"Econometrics, R, Python",Data Science Certificate,Finance,Financial Analyst,Data Analyst
MBA,Computer Science,9.87,yes,4,"Python, Machine Learning, TensorFlow, SQL",PMP,Education,Data Scientist,Data Scientist
B.Tech,Electrical,8.97,yes,7,"MATLAB, Power Systems, Control Systems",Six Sigma,Education,Hardware Engineer,Software Engineer
B.Tech,Physics,7.21,yes,4,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Education,Lecturer,Academia
MBA,Physics,6.54,yes,6,"Matlab, Statistics, Simulations, C++",AWS Certified,IT,Business Analyst,Data Analyst
MBA,Finance,9.717946615727666,yes,1,"Financial Modeling, Accounting, Excel, SQL",AWS Certified,Manufacturing,Financial Analyst,Data Analyst
B.Tech,Computer Science,6.71,no,3,"Java, Python, SQL, React, Node.js",AWS Certified,IT,Software Engineer,Software Engineer
M.Tech,Computer Science,7.63,no,6,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Manufacturing,Data Scientist,Data Scientist
MBA,Economics,8.728398113989373,yes,8,"R, Econometrics, Data Analysis, Python, Statistics",AWS Certified,IT,Financial Analyst,Data Analyst
B.Tech,Computer Science,9.13,no,6,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Finance,Data Scientist,Data Scientist
M.Tech,Physics,6.6,yes,5,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Finance,Lecturer,Academia
MBA,Economics,7.020170438254777,no,2,"Python, Data Analysis, Econometrics, Statistics, R",Six Sigma,Education,Financial Analyst,Data Analyst
B.Tech,Electronics,8.91,yes,6,"Verilog, Embedded C, VHDL, Microcontrollers",PMP,IT,Hardware Engineer,Software Engineer
B.Tech,Mechanical,8.457387260433082,yes,12,"MATLAB, Thermodynamics",Data Science Certificate,Manufacturing,Mechanical Engineer,Mechanical Engineer
MBA,Economics,6.083677456465873,yes,1,"Econometrics, R, Python",Data Science Certificate,Finance,Financial Analyst,Data Analyst
B.Tech,Electrical,10.0,yes,2,"Circuit Design, Embedded Systems",Data Science Certificate,IT,Embedded Systems Engineer,Software Engineer
MBA,Finance,7.325239853618499,no,2,"Excel, Risk Analysis, Accounting, Financial Modeling, SQL",Six Sigma,Education,Investment Analyst,Data Analyst
MBA,Physics,8.26,no,4,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Research,Business Analyst,Data Analyst
MBA,Management,7.65,no,4,"Excel, SQL, Business Intelligence, PowerBI",Six Sigma,Education,Business Analyst,Data Analyst
MBA,Economics,7.775365553333612,no,0,"Statistics, Econometrics, Data Analysis, Python",PMP,Finance,Financial Analyst,Data Analyst
B.Tech,Physics,9.38,yes,5,"Matlab, Statistics, Simulations, C++",PMP,Education,Research Scientist,Data Scientist
M.Tech,Computer Science,8.787520393242161,yes,1,"Python, C++",PMP,Finance,Software Engineer,Software Engineer
B.Tech,Electrical,9.359456660542763,yes,11,"VHDL, Circuit Design, Embedded Systems, C",AWS Certified,Finance,Embedded Systems Engineer,Software Engineer
MBA,Finance,9.032784530331371,yes,1,"Accounting, Financial Modeling, Excel",Data Science Certificate,Manufacturing,Financial Analyst,Data Analyst
MBA,Physics,7.01,no,4,"Matlab, Statistics, Simulations, C++",Six Sigma,Education,Business Analyst,Data Analyst
B.Tech,Computer Science,5.919765789805805,no,2,"Machine Learning, C++, Python, SQL",Data Science Certificate,IT,Data Analyst,Data Analyst
M.Tech,Electrical,6.58,yes,5,"MATLAB, Power Systems, Control Systems",Six Sigma,IT,Hardware Engineer,Software Engineer
B.Tech,Physics,10.0,yes,4,"Matlab, Statistics, Simulations, C++",Data Science Certificate,IT,Research Scientist,Data Scientist
M.Tech,Electronics,6.27,no,6,"Verilog, Embedded C, VHDL, Microcontrollers",AWS Certified,Manufacturing,Hardware Engineer,Software Engineer
MBA,Economics,7.085947420194125,no,0,"Statistics, Econometrics, Data Analysis, Python",PMP,Finance,Financial Analyst,Data Analyst
MBA,Statistics,9.57,yes,3,"Python, SQL, Data Visualization, Tableau",Six Sigma,Education,Business Analyst,Data Analyst
MBA,Physics,8.31,no,4,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Research,Business Analyst,Data Analyst
MBA,Finance,6.847652913707496,yes,11,"Financial Modeling, Accounting",Data Science Certificate,IT,Financial Analyst,Data Analyst
MBA,Finance,6.666413029609516,no,8,"SQL, Financial Modeling, Accounting, Risk Analysis, Excel",Six Sigma,Finance,Investment Analyst,Data Analyst
B.Tech,Electrical,5.88,no,3,"MATLAB, Power Systems, Control Systems",PMP,Education,Hardware Engineer,Software Engineer
M.Tech,Computer Science,6.92,yes,5,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,IT,Data Analyst,Data Analyst
M.Tech,Computer Science,8.27160072057934,yes,11,"Java, SQL, Machine Learning, Python, C++",Six Sigma,Research,Data Scientist,Data Scientist
M.Tech,Computer Science,6.661682322892535,yes,10,"SQL, Java, C++",Six Sigma,Manufacturing,Software Engineer,Software Engineer
MBA,Economics,9.089046466015953,no,2,"Python, Data Analysis, Econometrics, Statistics, R",AWS Certified,Research,Financial Analyst,Data Analyst
MBA,Finance,6.064901083726856,no,9,"Accounting, SQL, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
B.Tech,Computer Science,6.15033059292645,yes,1,"Machine Learning, Python, Java",Data Science Certificate,Manufacturing,Data Analyst,Data Analyst
M.Tech,Computer Science,8.175671350731967,yes,9,"Java, SQL, Machine Learning, Python, C++",Six Sigma,Research,Data Scientist,Data Scientist
B.Tech,Electrical,9.226186179637018,no,2,"MATLAB, VHDL, C, Circuit Design, Embedded Systems",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
B.Tech,Electrical,6.52,no,7,"MATLAB, Power Systems, Control Systems",PMP,Manufacturing,Hardware Engineer,Software Engineer
B.Tech,Mechanical,8.482456443757085,yes,0,"SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Manufacturing,Design Engineer,Software Engineer
B.Tech,Electrical,9.346193223224391,no,1,"MATLAB, VHDL, C, Circuit Design, Embedded Systems",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
B.Tech,Electrical,5.197671744861406,no,11,"VHDL, Embedded Systems, Circuit Design",Data Science Certificate,IT,Embedded Systems Engineer,Software Engineer
MBA,Finance,9.899190491333012,yes,8,"Accounting, Risk Analysis, Financial Modeling",AWS Certified,Finance,Investment Analyst,Data Analyst
B.Tech,Electrical,6.20460818128034,yes,9,"Embedded Systems, C, Circuit Design, MATLAB, VHDL",Six Sigma,Manufacturing,Embedded Systems Engineer,Software Engineer
B.Tech,Physics,9.7,yes,3,"Matlab, Statistics, Simulations, C++",Data Science Certificate,IT,Research Scientist,Data Scientist
MBA,Finance,7.511004281199451,yes,1,"Risk Analysis, Accounting, SQL",PMP,Manufacturing,Investment Analyst,Data Analyst
MBA,Finance,6.0413328612419726,no,9,"Accounting, SQL, Risk Analysis",Six Sigma,Finance,Investment Analyst,Data Analyst
B.Tech,Electrical,5.53,yes,5,"MATLAB, Power Systems, Control Systems",PMP,Finance,Hardware Engineer,Software Engineer
MBA,Computer Science,7.33,yes,6,"Python, Machine Learning, TensorFlow, SQL",PMP,Manufacturing,Data Analyst,Data Analyst
B.Tech,Computer Science,5.563849517032738,yes,9,"SQL, Machine Learning, C++, Java",PMP,IT,Data Analyst,Data Analyst
MBA,Statistics,6.98,no,7,"Python, SQL, Data Visualization, Tableau",Six Sigma,Manufacturing,Business Analyst,Data Analyst
MBA,Computer Science,7.05,no,7,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Finance,Data Analyst,Data Analyst
M.Tech,Mechanical,9.610264917652112,yes,11,"AutoCAD, MATLAB",AWS Certified,Education,Design Engineer,Software Engineer
MBA,Economics,7.261412488773202,yes,0,"R, Data Analysis, Python",Six Sigma,IT,Financial Analyst,Data Analyst
B.Tech,Electrical,5.703276334937818,yes,11,"Circuit Design, Embedded Systems, VHDL, C",PMP,Finance,Embedded Systems Engineer,Software Engineer
M.Tech,Computer Science,8.722025216874398,yes,11,"Java, SQL, Machine Learning, Python, C++",Six Sigma,Research,Data Scientist,Data Scientist
B.Tech,Physics,7.72,no,7,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Finance,Research Scientist,Data Scientist
B.Tech,Electrical,9.170361489474432,no,0,"MATLAB, VHDL, C, Circuit Design, Embedded Systems",AWS Certified,Education,Embedded Systems Engineer,Software Engineer
M.Tech,Computer Science,9.263333022880309,no,0,"Java, C++",AWS Certified,Manufacturing,Software Engineer,Software Engineer
B.Tech,Electronics,9.26,yes,7,"Verilog, Embedded C, VHDL, Microcontrollers",AWS Certified,Education,Hardware Engineer,Software Engineer
B.Tech,Computer Science,7.68,yes,4,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Education,Data Scientist,Data Scientist
MBA,Computer Science,7.43,yes,5,"Python, Machine Learning, TensorFlow, SQL",PMP,Manufacturing,Data Analyst,Data Analyst
B.Tech,Physics,5.35,no,5,"Matlab, Statistics, Simulations, C++",Data Science Certificate,IT,Lecturer,Academia
B.Tech,Civil Engineering,9.3,yes,5,"AutoCAD, STAAD Pro, Construction Management",PMP,IT,Civil Engineer,Civil Engineer
B.Tech,Computer Science,9.52,yes,7,"Java, Python, SQL, React, Node.js",Six Sigma,Education,Software Engineer,Software Engineer
MBA,Economics,9.854204829761626,yes,10,"Econometrics, R, Statistics, Python",Data Science Certificate,Research,Financial Analyst,Data Analyst
M.Tech,Civil Engineering,7.48,yes,4,"AutoCAD, STAAD Pro, Construction Management",Six Sigma,IT,Civil Engineer,Civil Engineer
M.Tech,Civil Engineering,6.64,no,3,"AutoCAD, STAAD Pro, Construction Management",AWS Certified,Manufacturing,Civil Engineer,Civil Engineer
B.Tech,Computer Science,5.69,no,3,"Java, Python, SQL, React, Node.js",PMP,Manufacturing,Software Engineer,Software Engineer
MBA,Economics,6.352063607158259,yes,2,"Econometrics, R, Python",Data Science Certificate,Finance,Financial Analyst,Data Analyst
MBA,Physics,6.98,no,3,"Matlab, Statistics, Simulations, C++",Six Sigma,Education,Business Analyst,Data Analyst
B.Tech,Electrical,8.29,no,3,"MATLAB, Power Systems, Control Systems",AWS Certified,Manufacturing,Hardware Engineer,Software Engineer
B.Tech,Computer Science,5.34,no,7,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,IT,Data Analyst,Data Analyst
MBA,Finance,7.48698695454443,yes,8,"Financial Modeling, Accounting",Data Science Certificate,IT,Financial Analyst,Data Analyst
B.Tech,Mechanical,8.61758175531916,no,9,"Thermodynamics, AutoCAD, SolidWorks",PMP,Research,Design Engineer,Software Engineer
B.Tech,Mechanical,9.826349402574966,yes,9,"Thermodynamics, AutoCAD, SolidWorks, MATLAB",PMP,Finance,Design Engineer,Software Engineer
B.Tech,Physics,5.99,yes,3,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Manufacturing,Lecturer,Academia
B.Tech,Physics,7.43,no,4,"Matlab, Statistics, Simulations, C++",Six Sigma,Finance,Lecturer,Academia
M.Tech,Electrical,9.56,no,3,"MATLAB, Power Systems, Control Systems",AWS Certified,Manufacturing,Hardware Engineer,Software Engineer
M.Tech,Computer Science,9.084261711744771,no,8,"Machine Learning, Java, Python",AWS Certified,IT,Data Scientist,Data Scientist
MBA,Finance,8.277744017984947,no,1,"Excel, Risk Analysis, Accounting, Financial Modeling, SQL",Six Sigma,Education,Investment Analyst,Data Analyst
B.Tech,Electronics,9.3,yes,4,"Verilog, Embedded C, VHDL, Microcontrollers",Six Sigma,IT,Hardware Engineer,Software Engineer
M.Tech,Computer Science,8.833518522023722,no,10,"Machine Learning, Java, Python",AWS Certified,IT,Data Scientist,Data Scientist
M.Tech,Mechanical,5.0,yes,11,"SolidWorks, AutoCAD, MATLAB",Data Science Certificate,Research,Design Engineer,Software Engineer
B.Tech,Mechanical,5.8373421717628045,no,2,"AutoCAD, MATLAB, SolidWorks",PMP,Education,Design Engineer,Software Engineer
M.Tech,Computer Science,5.958762270156679,no,8,"SQL, Python, C++, Java, Machine Learning",PMP,Education,Data Analyst,Data Analyst
B.Tech,Electrical,8.25,yes,5,"MATLAB, Power Systems, Control Systems",Six Sigma,Manufacturing,Hardware Engineer,Software Engineer
B.Tech,Electrical,5.385108390921301,no,2,"Embedded Systems, C",AWS Certified,IT,Embedded Systems Engineer,Software Engineer
B.Tech,Computer Science,7.57,yes,7,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,Research,Data Scientist,Data Scientist
MBA,Finance,6.084498762570695,no,0,"Accounting, Financial Modeling",PMP,IT,Financial Analyst,Data Analyst
MBA,Physics,7.27,no,5,"Matlab, Statistics, Simulations, C++",Six Sigma,Education,Business Analyst,Data Analyst
M.Tech,Computer Science,8.585415336499558,no,8,"Machine Learning, Java, Python",AWS Certified,IT,Data Scientist,Data Scientist
MBA,Management,10.0,yes,5,"Excel, SQL, Business Intelligence, PowerBI",AWS Certified,Manufacturing,Business Analyst,Data Analyst
B.Tech,Electrical,5.569572652124816,yes,10,"Embedded Systems, C, Circuit Design, MATLAB, VHDL",Six Sigma,Manufacturing,Embedded Systems Engineer,Software Engineer
B.Tech,Mechanical,6.33,no,5,"SolidWorks, Thermodynamics, MATLAB",AWS Certified,IT,Design Engineer,Software Engineer
M.Tech,Computer Science,9.34,yes,4,"Python, Machine Learning, TensorFlow, SQL",PMP,Finance,Data Scientist,Data Scientist
MBA,Physics,9.6,yes,6,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Research,Business Analyst,Data Analyst
MBA,Finance,9.66682141140432,yes,0,"Accounting, Risk Analysis, Excel, SQL, Financial Modeling",PMP,Research,Investment Analyst,Data Analyst
MBA,Finance,5.0,yes,11,"Financial Modeling, Accounting, Risk Analysis",AWS Certified,Research,Investment Analyst,Data Analyst
B.Tech,Physics,5.93,no,5,"Matlab, Statistics, Simulations, C++",Data Science Certificate,IT,Lecturer,Academia
B.Tech,Mechanical,5.0,no,1,"Thermodynamics, MATLAB",AWS Certified,Finance,Mechanical Engineer,Mechanical Engineer
M.Tech,Physics,10.0,yes,6,"Matlab, Statistics, Simulations, C++",Six Sigma,IT,Research Scientist,Data Scientist
M.Tech,Mechanical,6.6701895776021125,yes,11,"MATLAB, SolidWorks, Thermodynamics",PMP,Education,Design Engineer,Software Engineer
MBA,Finance,9.46,yes,3,"Excel, Financial Modeling, Risk Analysis",PMP,Research,Investment Analyst,Data Analyst
MBA,Finance,9.703635483031531,no,2,"Financial Modeling, SQL, Accounting, Excel",Data Science Certificate,IT,Financial Analyst,Data Analyst
M.Tech,Physics,5.5,no,7,"Matlab, Statistics, Simulations, C++",Data Science Certificate,Finance,Lecturer,Academia
MBA,Physics,6.5,no,7,"Matlab, Statistics, Simulations, C++",PMP,IT,Project Manager,Project Manager
B.Tech,Electrical,5.082303360538647,no,11,"VHDL, Embedded Systems, Circuit Design",Data Science Certificate,IT,Embedded Systems Engineer,Software Engineer
B.Tech,Mechanical,5.81,no,7,"SolidWorks, Thermodynamics, MATLAB",Six Sigma,Manufacturing,Design Engineer,Software Engineer
B.Tech,Mechanical,5.0,no,2,"AutoCAD, MATLAB, SolidWorks",PMP,Education,Design Engineer,Software Engineer
B.Tech,Computer Science,5.0,yes,8,"SQL, Machine Learning, C++, Java",PMP,IT,Data Analyst,Data Analyst
B.Tech,Civil Engineering,5.13,no,5,"AutoCAD, STAAD Pro, Construction Management",PMP,Education,Civil Engineer,Civil Engineer
M.Tech,Computer Science,5.244728693880392,no,11,"Java, Python",Six Sigma,Education,Software Engineer,Software Engineer
MBA,Finance,7.895477712471946,yes,8,"Financial Modeling, Accounting",Data Science Certificate,IT,Financial Analyst,Data Analyst
MBA,Economics,6.506048382229253,yes,2,"Python, Econometrics, R, Data Analysis",PMP,Manufacturing,Financial Analyst,Data Analyst
B.Tech,Civil Engineering,8.65,yes,3,"AutoCAD, STAAD Pro, Construction Management",Six Sigma,Manufacturing,Civil Engineer,Civil Engineer
MBA,Computer Science,9.01,yes,3,"Python, Machine Learning, TensorFlow, SQL",Data Science Certificate,IT,Data Scientist,Data Scientist
MBA,Economics,6.259639573821222,yes,2,"Econometrics, R, Python",Data Science Certificate,Finance,Financial Analyst,Data Analyst
B.Tech,Mechanical,8.896187223490235,no,2,"Thermodynamics, SolidWorks",AWS Certified,Manufacturing,Design Engineer,Software Engineer
